accuracy,loss,val_accuracy,val_loss
0.9479166865348816,0.13279636204242706,0.9583333134651184,0.2443760186433792
0.9479166865348816,0.12926693260669708,0.9583333134651184,0.245677188038826
0.9479166865348816,0.1256536841392517,0.9583333134651184,0.24068231880664825
0.9479166865348816,0.12249471992254257,0.9583333134651184,0.24219445884227753
0.9479166865348816,0.1193467378616333,0.9583333134651184,0.23360788822174072
0.9479166865348816,0.11701451987028122,0.9583333134651184,0.22591741383075714
0.9479166865348816,0.11603087931871414,0.9583333134651184,0.23621730506420135
0.9479166865348816,0.11606071144342422,0.9583333134651184,0.21981166303157806
0.9479166865348816,0.11052655428647995,0.9583333134651184,0.22606830298900604
0.9479166865348816,0.10892278701066971,0.9583333134651184,0.22991617023944855
0.9479166865348816,0.10626930743455887,0.9583333134651184,0.22649140655994415
0.9479166865348816,0.1048392727971077,0.9583333134651184,0.22335483133792877
0.9375,0.10709631443023682,0.9166666865348816,0.24455982446670532
0.9375,0.1052781417965889,0.9583333134651184,0.22574256360530853
0.9479166865348816,0.10034075379371643,0.9583333134651184,0.21965880692005157
0.9583333134651184,0.1009875163435936,0.9583333134651184,0.22465907037258148
0.9479166865348816,0.09925710409879684,0.9583333134651184,0.19973058998584747
0.9479166865348816,0.09559595584869385,0.9583333134651184,0.20674006640911102
0.9479166865348816,0.09396019577980042,0.9583333134651184,0.2172633856534958
0.9479166865348816,0.09294066578149796,0.9583333134651184,0.2198183536529541
0.9479166865348816,0.0938907340168953,0.9583333134651184,0.19198989868164062
0.9479166865348816,0.09456817060709,0.9583333134651184,0.20146532356739044
0.9479166865348816,0.09329631179571152,0.9583333134651184,0.2220962792634964
0.9583333134651184,0.08906175941228867,0.9583333134651184,0.21524818241596222
0.9479166865348816,0.08987735956907272,0.9583333134651184,0.2112819105386734
0.9479166865348816,0.08683184534311295,0.9583333134651184,0.22541050612926483
0.9583333134651184,0.0862598642706871,0.9583333134651184,0.2249188870191574
0.96875,0.08549437671899796,0.9583333134651184,0.22315137088298798
0.9583333134651184,0.0837111845612526,0.9583333134651184,0.21929199993610382
0.9479166865348816,0.08305025845766068,0.9583333134651184,0.218434676527977
0.9479166865348816,0.08293042331933975,0.9583333134651184,0.22166089713573456
0.9479166865348816,0.08165483921766281,0.9583333134651184,0.22285187244415283
0.9479166865348816,0.0827283039689064,0.9583333134651184,0.21412716805934906
0.9583333134651184,0.08147182315587997,0.9583333134651184,0.2331363558769226
0.9479166865348816,0.08064641803503036,0.9583333134651184,0.2227352112531662
0.96875,0.0794878602027893,0.9583333134651184,0.22926373779773712
0.96875,0.07867076247930527,0.9583333134651184,0.2238662987947464
0.9479166865348816,0.08811406046152115,0.9583333134651184,0.19423364102840424
0.9583333134651184,0.08520034700632095,0.9166666865348816,0.2500632107257843
0.9583333134651184,0.07928399741649628,0.9583333134651184,0.2084629386663437
0.9479166865348816,0.07756035774946213,0.9583333134651184,0.21633951365947723
0.9479166865348816,0.07752116769552231,0.9583333134651184,0.21598607301712036
0.96875,0.07522610574960709,0.9583333134651184,0.23315660655498505
0.9791666865348816,0.07723051309585571,0.9166666865348816,0.2665364444255829
0.9791666865348816,0.07644585520029068,0.9166666865348816,0.24568021297454834
0.96875,0.07542717456817627,0.9583333134651184,0.22203271090984344
0.96875,0.0739685595035553,0.9583333134651184,0.2279774397611618
0.96875,0.07364409416913986,0.9583333134651184,0.2270631343126297
0.96875,0.0738706961274147,0.9583333134651184,0.23343099653720856
0.96875,0.07288967072963715,0.9583333134651184,0.22259922325611115
0.96875,0.07180000096559525,0.9583333134651184,0.22878563404083252
0.96875,0.07388851046562195,0.9166666865348816,0.23816899955272675
0.9791666865348816,0.07096687704324722,0.9583333134651184,0.2302173227071762
0.96875,0.07159453630447388,0.9583333134651184,0.22261576354503632
0.96875,0.07060562819242477,0.9583333134651184,0.23136772215366364
0.96875,0.07238183915615082,0.9583333134651184,0.2362511157989502
0.96875,0.07072373479604721,0.9583333134651184,0.233575701713562
0.96875,0.06974614411592484,0.9583333134651184,0.22437578439712524
