accuracy,loss,val_accuracy,val_loss
0.9375,0.16488948464393616,0.9583333134651184,0.2542707622051239
0.96875,0.1574634313583374,0.9583333134651184,0.2456355094909668
0.96875,0.15332935750484467,0.9583333134651184,0.24477405846118927
0.96875,0.14781838655471802,0.9583333134651184,0.24309803545475006
0.9583333134651184,0.14302153885364532,0.9583333134651184,0.2414206713438034
0.9583333134651184,0.13917315006256104,0.9583333134651184,0.24183189868927002
0.9583333134651184,0.13623039424419403,0.9583333134651184,0.2274874448776245
0.9583333134651184,0.131662055850029,0.9583333134651184,0.23601727187633514
0.96875,0.12834344804286957,0.9583333134651184,0.22798967361450195
0.9583333134651184,0.12349686771631241,0.9583333134651184,0.22869546711444855
0.96875,0.11945027858018875,0.9583333134651184,0.2239357978105545
0.9583333134651184,0.11646532267332077,0.9583333134651184,0.2187192440032959
0.9583333134651184,0.11336184293031693,0.9583333134651184,0.21291528642177582
0.9583333134651184,0.11038870364427567,0.9583333134651184,0.21082262694835663
0.9583333134651184,0.10776415467262268,0.9583333134651184,0.21582156419754028
0.9583333134651184,0.10776558518409729,0.9583333134651184,0.2046622782945633
0.96875,0.1031365692615509,0.9583333134651184,0.212856724858284
0.96875,0.10157430917024612,0.9583333134651184,0.20824754238128662
0.9791666865348816,0.09908027201890945,0.9583333134651184,0.21053750813007355
0.96875,0.09699580818414688,0.9583333134651184,0.20863783359527588
0.96875,0.09639039635658264,0.9583333134651184,0.20167036354541779
0.96875,0.0931866466999054,0.9583333134651184,0.21090777218341827
0.9791666865348816,0.09392686933279037,0.9583333134651184,0.21319229900836945
0.96875,0.0936741828918457,0.9583333134651184,0.20090897381305695
0.9583333134651184,0.09061571955680847,0.9583333134651184,0.21291719377040863
0.9583333134651184,0.09247187525033951,0.9583333134651184,0.19927285611629486
0.96875,0.08737814426422119,0.9583333134651184,0.21560554206371307
0.9791666865348816,0.08759700506925583,0.9583333134651184,0.2167545109987259
0.9583333134651184,0.08782761543989182,0.9583333134651184,0.19486786425113678
0.96875,0.08352511376142502,0.9583333134651184,0.2095070481300354
0.96875,0.08364846557378769,0.9583333134651184,0.20069162547588348
0.96875,0.08117785304784775,0.9583333134651184,0.2089928388595581
0.96875,0.08029485493898392,0.9583333134651184,0.20584982633590698
0.96875,0.08021754771471024,0.9583333134651184,0.20119281113147736
0.9791666865348816,0.08388158679008484,0.9583333134651184,0.21628527343273163
0.96875,0.07751476764678955,0.9583333134651184,0.20089225471019745
0.96875,0.07714935392141342,0.9583333134651184,0.21053127944469452
0.96875,0.07962101697921753,0.9583333134651184,0.19978512823581696
0.96875,0.07594364881515503,0.9583333134651184,0.2205684930086136
0.96875,0.07727093994617462,0.9583333134651184,0.20682792365550995
0.96875,0.07437433302402496,0.9583333134651184,0.2124539017677307
0.96875,0.07439755648374557,0.9583333134651184,0.2053937166929245
0.96875,0.07438468188047409,0.9583333134651184,0.21054904162883759
0.9791666865348816,0.07457707077264786,0.9583333134651184,0.2184242457151413
0.96875,0.08302107453346252,0.9166666865348816,0.25228407979011536
0.96875,0.07013846188783646,0.9583333134651184,0.1950530856847763
0.9583333134651184,0.07303182035684586,0.9583333134651184,0.1974196881055832
0.96875,0.07313183695077896,0.9583333134651184,0.20848865807056427
0.9791666865348816,0.07006212323904037,0.9583333134651184,0.20457732677459717
0.96875,0.07084736227989197,0.9583333134651184,0.20492835342884064
0.96875,0.06902748346328735,0.9583333134651184,0.20908360183238983
0.9791666865348816,0.06859425455331802,0.9583333134651184,0.20933568477630615
0.96875,0.07172219455242157,0.9583333134651184,0.2047264128923416
0.96875,0.06825520843267441,0.9583333134651184,0.20344972610473633
0.96875,0.0683421865105629,0.9583333134651184,0.2073378711938858
0.9583333134651184,0.07219421118497849,0.9583333134651184,0.19559068977832794
0.96875,0.06597993522882462,0.9583333134651184,0.2117791622877121
0.9791666865348816,0.06654419749975204,0.9583333134651184,0.2180182784795761
0.9791666865348816,0.06583080440759659,0.9583333134651184,0.21476531028747559
0.9791666865348816,0.0660252571105957,0.9583333134651184,0.21772640943527222
0.9791666865348816,0.06489129364490509,0.9583333134651184,0.20752696692943573
0.96875,0.06624165922403336,0.9583333134651184,0.2112220674753189
0.96875,0.06518810242414474,0.9583333134651184,0.20826677978038788
