accuracy,loss,val_accuracy,val_loss
0.4166666567325592,1.0324338674545288,0.5,0.970379114151001
0.5416666865348816,0.9899348616600037,0.5416666865348816,0.927969217300415
0.65625,0.9476673007011414,0.5416666865348816,0.8910011649131775
0.6770833134651184,0.9036892056465149,0.625,0.8470166325569153
0.6979166865348816,0.8592490553855896,0.6666666865348816,0.8061781525611877
0.7291666865348816,0.8137033581733704,0.7083333134651184,0.7670790553092957
0.7395833134651184,0.7667743563652039,0.7083333134651184,0.7288022041320801
0.7604166865348816,0.7208825945854187,0.7083333134651184,0.6870715022087097
0.7916666865348816,0.6732871532440186,0.7083333134651184,0.6536017060279846
0.8020833134651184,0.6266300678253174,0.75,0.6177191138267517
0.8229166865348816,0.5824568867683411,0.75,0.5876860618591309
0.8333333134651184,0.5426372289657593,0.75,0.5587106347084045
0.84375,0.5062047839164734,0.75,0.537349283695221
0.8333333134651184,0.4736616909503937,0.75,0.5059080719947815
0.8333333134651184,0.4439868927001953,0.75,0.48394331336021423
0.84375,0.4183187782764435,0.7916666865348816,0.4680440127849579
0.8854166865348816,0.39533472061157227,0.7916666865348816,0.4517957866191864
0.875,0.3737468421459198,0.8333333134651184,0.43409812450408936
0.8958333134651184,0.3558938801288605,0.8333333134651184,0.42856064438819885
0.9270833134651184,0.33814525604248047,0.8333333134651184,0.4136672019958496
0.9270833134651184,0.32402968406677246,0.8333333134651184,0.39791545271873474
0.9270833134651184,0.30949145555496216,0.8333333134651184,0.39860332012176514
0.9479166865348816,0.29457125067710876,0.8333333134651184,0.38218531012535095
0.9583333134651184,0.28216618299484253,0.875,0.36856213212013245
0.9583333134651184,0.27057287096977234,0.875,0.35621902346611023
0.9479166865348816,0.26035478711128235,0.875,0.34594297409057617
0.96875,0.25076666474342346,0.9166666865348816,0.34288933873176575
0.96875,0.23933078348636627,0.9166666865348816,0.33290231227874756
0.9479166865348816,0.23209233582019806,0.9166666865348816,0.31049856543540955
0.9583333134651184,0.2211952656507492,0.9166666865348816,0.30820971727371216
0.9479166865348816,0.21765194833278656,0.9166666865348816,0.2915036678314209
0.9375,0.21051008999347687,0.9583333134651184,0.3086540400981903
0.9375,0.1953190714120865,0.9583333134651184,0.29064783453941345
0.9583333134651184,0.18892784416675568,0.9583333134651184,0.27689433097839355
0.96875,0.18156927824020386,0.9583333134651184,0.2770739197731018
0.96875,0.17514513432979584,0.9583333134651184,0.2656776010990143
0.9375,0.1744861602783203,0.9583333134651184,0.29027172923088074
